3	0	0.124603	0.089182	0	0	0.333333	0	0	0.333333	0.	0.	0.3333333333333333	0.	0.	0.1111111111111111	0	0	0	0	0	0
4	0	0.208951	0.179282	0	0	0.333333	0	0	0.333333	0.	0.1111111111111111	0.3333333333333333	0.	0.	0.1111111111111111	0	0	1	0	0	1
3	0	0.333326	0.286855	0	0	0.333333	0	0	0.333333	0.	0.2222222222222222	0.3333333333333333	0.	0.	0.1111111111111111	0	0	2	0	0	2
5	0	0.556145	0.0324144	0.333333	0	0.333333	0	0	0.333333	0.3333333333333333	0.	0.1111111111111111	0.	0.	0.3333333333333333	1	0	0	0	1	0
6	0	0.661131	0.227394	0.333333	0	0.333333	0	0	0.333333	0.4444444444444444	0.	0.1111111111111111	0.	0.	0.3333333333333333	1	1	0	0	1	1
3	0	0.98512	0.326956	0.666667	0	0.333333	0	0	0.333333	0.6666666666666666	0.	0.3333333333333333	0.	0.	0.1111111111111111	2	0	0	0	2	0
4	0	0.906538	0.130491	0.666667	0	0.333333	0	0	0.333333	0.6666666666666666	0.1111111111111111	0.3333333333333333	0.	0.	0.1111111111111111	2	0	1	0	2	1
5	0	0.0357667	0.394166	0	0.333333	0.333333	0	0	0.333333	0.	0.3333333333333333	0.1111111111111111	0.	0.	0.3333333333333333	0	0	1	1	0	0
6	0	0.303358	0.666644	0	0.333333	0.333333	0	0	0.333333	0.1111111111111111	0.3333333333333333	0.1111111111111111	0.	0.	0.3333333333333333	0	1	1	1	0	1
5	0	0.247808	0.601383	0	0.333333	0.333333	0	0	0.333333	0.2222222222222222	0.3333333333333333	0.1111111111111111	0.	0.	0.3333333333333333	0	2	1	1	0	2
3	0	0.433308	0.532421	0.333333	0.333333	0.333333	0	0	0.333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.	0.	0.1111111111111111	1	1	0	1	1	0
4	0	0.493111	0.449638	0.333333	0.333333	0.333333	0	0	0.333333	0.3333333333333333	0.4444444444444444	0.3333333333333333	0.	0.	0.1111111111111111	1	1	1	1	1	1
5	0	0.84785	0.498267	0.666667	0.333333	0.333333	0	0	0.333333	0.6666666666666666	0.3333333333333333	0.1111111111111111	0.	0.	0.3333333333333333	2	0	1	1	2	0
6	0	0.764913	0.337245	0.666667	0.333333	0.333333	0	0	0.333333	0.7777777777777778	0.3333333333333333	0.1111111111111111	0.	0.	0.3333333333333333	2	1	1	1	2	1
3	0	0.175549	0.992559	0	0.666667	0.333333	0	0	0.333333	0.	0.6666666666666666	0.3333333333333333	0.	0.	0.1111111111111111	0	2	0	2	0	0
4	0	0.0824982	0.824713	0	0.666667	0.333333	0	0	0.333333	0.	0.7777777777777778	0.3333333333333333	0.	0.	0.1111111111111111	0	2	1	2	0	1
5	0	0.602206	0.768067	0.333333	0.666667	0.333333	0	0	0.333333	0.3333333333333333	0.6666666666666666	0.1111111111111111	0.	0.	0.3333333333333333	1	0	2	2	1	0
6	0	0.394706	0.919365	0.333333	0.666667	0.333333	0	0	0.333333	0.4444444444444444	0.6666666666666666	0.1111111111111111	0.	0.	0.3333333333333333	1	1	2	2	1	1
3	0	0.714407	0.714239	0.666667	0.666667	0.333333	0	0	0.333333	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.	0.	0.1111111111111111	2	2	0	2	2	0
4	0	0.811392	0.876904	0.666667	0.666667	0.333333	0	0	0.333333	0.6666666666666666	0.7777777777777778	0.3333333333333333	0.	0.	0.1111111111111111	2	2	1	2	2	1
