0	0.0236959	0.0246476	0	0	0.111111	0 	0 	0.037037	
192	0.0738103	0.0632104	0.111111	0.037037	-0.111111	0 	0 	0.037037	
141	0.0413573	0.092024	0	0.0740741	0.111111	0 	0 	0.037037	
131	0.141027	0.0239648	0.111111	0.111111	0.037037	0 	0 	-0.111111	
80	0.153676	0.011526	0.148148	0	0.037037	0 	0 	0.111111	
182	0.190721	0.105907	0.185185	0.111111	0.037037	0 	0 	-0.111111	
91	0.250985	0.0299608	0.222222	0	0.111111	0 	0 	0.037037	
40	0.318063	0.0687262	0.333333	0.037037	-0.111111	0 	0 	0.037037	
232	0.228626	0.0961492	0.222222	0.0740741	0.111111	0 	0 	0.037037	
200	0.326942	0.117919	0.333333	0.111111	-0.037037	0 	0 	0.111111	
17	0.294521	0.194596	0.296296	0.222222	-0.037037	0 	0 	-0.111111	
149	0.245938	0.150673	0.259259	0.111111	-0.037037	0 	0 	0.111111	
105	0.207692	0.199566	0.222222	0.222222	-0.111111	0 	0 	-0.037037	
243	0.116717	0.170136	0.111111	0.185185	0.111111	0 	0 	-0.037037	
237	0.175594	0.162929	0.111111	0.185185	0.111111	0 	0 	-0.037037	
45	0.130244	0.117507	0.222222	0.148148	-0.111111	0 	0 	-0.037037	
58	0.0959451	0.144985	0.111111	0.111111	-0.037037	0 	0 	0.111111	
109	0.0676833	0.196842	0.0740741	0.222222	-0.037037	0 	0 	-0.111111	
169	0.0310886	0.161665	0.037037	0.111111	-0.037037	0 	0 	0.111111	
218	0.0931351	0.236774	0	0.222222	0.111111	0 	0 	0.037037	
86	0.0115352	0.284326	0.111111	0.259259	-0.111111	0 	0 	0.037037	
35	0.0317833	0.304738	0	0.296296	0.111111	0 	0 	0.037037	
214	0.11886	0.328364	0.111111	0.333333	0.037037	0 	0 	-0.111111	
154	0.167936	0.267188	0.148148	0.222222	0.037037	0 	0 	0.111111	
22	0.188894	0.306671	0.185185	0.333333	0.037037	0 	0 	-0.111111	
63	0.242389	0.238766	0.222222	0.222222	0.111111	0 	0 	0.037037	
174	0.302587	0.282241	0.333333	0.259259	-0.111111	0 	0 	0.037037	
123	0.24251	0.296732	0.222222	0.296296	0.111111	0 	0 	0.037037	
229	0.34995	0.306712	0.333333	0.333333	0.037037	0 	0 	-0.111111	
97	0.373366	0.22225	0.37037	0.222222	0.037037	0 	0 	0.111111	
37	0.411833	0.325565	0.407407	0.333333	0.037037	0 	0 	-0.111111	
120	0.435814	0.186001	0.444444	0.222222	-0.111111	0 	0 	-0.037037	
171	0.3518	0.184836	0.333333	0.185185	0.111111	0 	0 	-0.037037	
69	0.392739	0.134625	0.444444	0.148148	-0.111111	0 	0 	-0.037037	
146	0.344387	0.0399994	0.333333	0.111111	0.037037	0 	0 	-0.111111	
14	0.371591	0.0210436	0.37037	0	0.037037	0 	0 	0.111111	
206	0.436341	0.0325252	0.407407	0.111111	0.037037	0 	0 	-0.111111	
115	0.510288	0.0329218	0.444444	0	0.111111	0 	0 	0.037037	
55	0.551695	0.0430607	0.555556	0.037037	-0.111111	0 	0 	0.037037	
166	0.459369	0.0831184	0.444444	0.0740741	0.111111	0 	0 	0.037037	
224	0.533715	0.138826	0.555556	0.111111	-0.037037	0 	0 	0.111111	
32	0.501524	0.206991	0.518519	0.222222	-0.037037	0 	0 	-0.111111	
83	0.473889	0.172284	0.481481	0.111111	-0.037037	0 	0 	0.111111	
6	0.448419	0.243109	0.444444	0.222222	0.111111	0 	0 	0.037037	
189	0.533419	0.26077	0.555556	0.259259	-0.111111	0 	0 	0.037037	
138	0.445456	0.314442	0.444444	0.296296	0.111111	0 	0 	0.037037	
128	0.564049	0.307233	0.555556	0.333333	0.037037	0 	0 	-0.111111	
77	0.593608	0.281194	0.592593	0.222222	0.037037	0 	0 	0.111111	
188	0.631859	0.305741	0.62963	0.333333	0.037037	0 	0 	-0.111111	
211	0.579969	0.199938	0.666667	0.222222	-0.111111	0 	0 	-0.037037	
19	0.628403	0.15697	0.555556	0.185185	0.111111	0 	0 	-0.037037	
