0.724721	0.150616	
0.633588	0.511408	
0.106064	0.866001	
0.441032	0.830694	
0.246161	0.267707	
0.991572	0.652253	
0.296263	0.450646	
0.740057	0.887201	
0.375638	0.0414686	
0.616258	0.698973	
0.0488068	0.102777	
0.666951	0.343804	
0.330441	0.531677	
0.918099	0.78349	
0.512608	0.186811	
0.832046	0.322449	
0.33629	0.639733	
0.128049	0.985491	
0.00790376	0.581381	
0.774794	0.900685	
0.561318	0.249904	
0.982397	0.0297776	
0.462377	0.38549	
0.262047	0.708508	
0.439745	0.828671	
0.221646	0.133597	
0.813594	0.44884	
0.844585	0.937853	
0.345955	0.283157	
0.139114	0.61896	
0.622741	0.4231	
0.0502697	0.758325	
0.685934	0.0563011	
0.299347	0.17147	
0.896785	0.487512	
0.482233	0.887898	
0.414831	0.554331	
0.189201	0.795316	
0.781285	0.20626	
0.0224393	0.307353	
0.742448	0.648005	
0.568126	0.992808	
0.994653	0.669729	
0.473136	0.0804364	
0.280702	0.349772	
0.154019	0.011541	
0.879213	0.399471	
0.393216	0.723842	
0.730964	0.84849	
0.647572	0.137082	
0.0838543	0.459794	
0.524238	0.55901	
0.247889	0.913273	
0.937799	0.224956	
0.974517	0.439778	
0.452788	0.774217	
0.286855	0.0624487	
0.421806	0.184787	
0.208423	0.497924	
0.790854	0.854734	
0.0336348	0.946024	
0.760756	0.285389	
0.589478	0.600597	
0.54054	0.320787	
0.231645	0.659166	
0.945297	0.96589	
0.169832	0.684453	
0.852219	0.0917399	
0.402531	0.358881	
0.708157	0.526985	
0.656998	0.813973	
0.0942161	0.216054	
0.318322	0.825323	
0.906617	0.123202	
0.499347	0.477432	
0.81666	0.576552	
0.365752	0.925291	
0.118765	0.242883	
0.595272	0.019586	
0.0706719	0.372223	
0.701979	0.732391	
0.764977	0.69019	
0.582338	0.0966934	
0.0247747	0.364655	
0.444992	0.520442	
0.28839	0.804855	
0.965834	0.221457	
0.200348	0.310569	
0.794933	0.666423	
0.426916	0.967428	
0.661528	0.569736	
0.0976249	0.91724	
0.712632	0.237051	
0.22243	0.0223066	
0.947125	0.377776	
0.533106	0.734126	
0.856746	0.817156	
0.403831	0.115123	
0.162976	0.472358	
0.0630602	0.175035	
0.692395	0.499162	
0.597425	0.856682	
0.909953	0.947416	
0.505612	0.288832	
0.31022	0.601401	
0.37005	0.443069	
0.120544	0.765522	
0.822327	0.0685174	
0.864314	0.537796	
0.380236	0.790119	
0.184408	0.191541	
0.636812	0.325672	
