0	0.125325	0.0566912	0	0	0.333333	0 	0 	0.333333	
17	0.0598264	0.332766	0	0	0.333333	0 	0 	0.333333	
22	0.182643	0.231834	0	0	0.333333	0 	0 	0.333333	
14	0.527907	0.0161917	0.333333	0.333333	0.333333	0 	0 	-0.333333	
6	0.442707	0.203026	0.333333	0.333333	0.333333	0 	0 	-0.333333	
19	0.662092	0.145194	0.333333	0.333333	0.333333	0 	0 	-0.333333	
3	0.905248	0.113137	0.666667	0	0.333333	0 	0 	0.333333	
11	0.839002	0.293187	0.666667	0	0.333333	0 	0 	0.333333	
18	0.975269	0.417159	1	0.333333	-0.333333	0 	0 	0.333333	
8	0.832294	0.606876	1	0.333333	-0.333333	0 	0 	0.333333	
13	0.713935	0.433384	1	0.333333	-0.333333	0 	0 	0.333333	
21	0.496094	0.604909	0.666667	0.666667	-0.333333	0 	0 	-0.333333	
16	0.57372	0.428315	0.666667	0.666667	-0.333333	0 	0 	-0.333333	
2	0.339249	0.340573	0.666667	0.666667	-0.333333	0 	0 	-0.333333	
5	0.29057	0.552608	0.333333	0.333333	-0.333333	0 	0 	0.333333	
10	0.202977	0.588404	0.333333	0.333333	-0.333333	0 	0 	0.333333	
12	0.0850664	0.711103	0	0.666667	0.333333	0 	0 	0.333333	
20	0.272028	0.812972	0	0.666667	0.333333	0 	0 	0.333333	
7	0.0831111	0.951012	0	0.666667	0.333333	0 	0 	0.333333	
9	0.433739	0.904438	0.333333	1	0.333333	0 	0 	-0.333333	
4	0.56014	0.756471	0.333333	1	0.333333	0 	0 	-0.333333	
1	0.76818	0.750439	0.666667	0.666667	0.333333	0 	0 	0.333333	
15	0.935997	0.862462	0.666667	0.666667	0.333333	0 	0 	0.333333	
23	0.750186	0.962741	0.666667	0.666667	0.333333	0 	0 	0.333333	
