0.0995697	0.027264
0.0107173	0.00944259
0.0623942	0.0198518
0.0745888	0.0667928
0.0479353	0.0614772
0.0292709	0.0436694
0.0685099	0.102583
0.0058637	0.108544
0.114248	0.0805227
0.121113	0.0313816
0.148064	0.057237
0.177107	0.0909265
0.170119	0.0164071
0.160415	0.0508611
0.203038	0.111044
0.211289	0.0952204
0.27301	0.0334649
0.257248	0.012785
0.300179	0.00125026
0.332986	0.0475114
0.281897	0.0712207
0.2334	0.0741442
0.228159	0.0985924
0.329015	0.168041
0.314822	0.121895
0.305547	0.220692
0.288099	0.198067
0.294867	0.11915
0.261459	0.202937
0.251006	0.126288
0.241643	0.172532
0.186506	0.206876
0.19556	0.195199
0.179767	0.21625
0.13968	0.176039
0.12748	0.162248
0.189082	0.148305
0.165964	0.144773
0.221303	0.114282
0.109521	0.222157
0.0959559	0.165833
0.103835	0.155429
0.0549105	0.133074
0.0395813	0.139513
0.0014756	0.189514
0.0253765	0.183507
0.079989	0.24202
0.0322199	0.237591
0.05135	0.259167
0.0939614	0.28318
0.0884282	0.296264
0.0435217	0.2915
0.0830765	0.316844
0.0230511	0.328374
0.134893	0.233796
0.123473	0.279995
0.131142	0.268175
0.172225	0.333216
0.153055	0.231075
0.216921	0.305991
0.213519	0.276264
0.284418	0.247187
0.237046	0.252349
0.253361	0.257066
0.30801	0.270443
0.311599	0.293436
0.32551	0.321949
0.266303	0.302199
0.361893	0.326484
0.344691	0.314341
0.37029	0.312484
0.389668	0.307592
0.404285	0.254476
0.407181	0.332295
0.417067	0.284769
0.424017	0.263715
0.338996	0.211432
0.350357	0.191125
0.434741	0.208679
0.364377	0.179655
0.397002	0.151994
0.438413	0.159948
0.383458	0.136626
0.411474	0.128677
0.35627	0.088105
0.36774	0.0639208
0.336194	0.0857849
0.377717	0.00799154
0.392923	0.0765884
0.419099	0.0414613
0.429608	0.00487769
0.465548	0.0227499
0.49234	0.036759
0.474447	0.0247847
0.445143	0.0553407
0.552579	0.0682576
0.530318	0.0533938
0.455359	0.105443
0.526736	0.0933883
0.544083	0.21344
0.538347	0.177347
0.522917	0.170224
0.500714	0.218316
0.511933	0.141397
0.507365	0.157735
0.48068	0.200233
0.477709	0.130926
0.461627	0.249564
0.485533	0.227869
0.519262	0.245416
0.49817	0.2893
0.448737	0.274238
