2	0	0	0	0	0	0.333333	0 	0 	0.333333	0.	0.	0.3333333333333333	0.	0.	0.1111111111111111	0	0	0	0	0	0
3	0	0.259259	0.185185	0	0	0.333333	0 	0 	0.333333	0.3333333333333333	0.1111111111111111	0.	0.1111111111111111	-0.3333333333333333	0.	0	0	1	0	0	1
2	0	0.37037	0.0740741	0.333333	0.333333	0.333333	0 	0 	-0.333333	0.3333333333333333	0.3333333333333333	0.	-0.3333333333333333	0.1111111111111111	0.	1	0	0	0	1	0
3	0	0.444444	0.222222	0.333333	0.333333	0.333333	0 	0 	-0.333333	0.4444444444444444	0.	0.1111111111111111	0.	0.	0.3333333333333333	1	1	0	0	1	1
2	0	0.740741	0.037037	0.666667	0	0.333333	0 	0 	0.333333	0.6666666666666666	0.	0.3333333333333333	0.	0.	0.1111111111111111	2	0	0	0	2	0
2	0	0.962963	0.481481	1	0.333333	-0.333333	0 	0 	0.333333	1.	0.3333333333333333	0.	0.3333333333333333	-0.1111111111111111	0.	2	2	1	1	0	0
3	0	0.777778	0.555556	1	0.333333	-0.333333	0 	0 	0.333333	0.8888888888888888	0.6666666666666666	-0.1111111111111111	0.	0.	-0.3333333333333333	2	1	1	1	0	1
2	0	0.518519	0.592593	0.666667	0.666667	-0.333333	0 	0 	-0.333333	0.6666666666666666	0.6666666666666666	-0.3333333333333333	0.	0.	-0.1111111111111111	1	1	2	1	1	0
2	0	0.222222	0.444444	0.333333	0.333333	-0.333333	0 	0 	0.333333	0.3333333333333333	0.3333333333333333	0.	0.3333333333333333	-0.1111111111111111	0.	0	2	1	1	2	0
2	0	0.037037	0.740741	0	0.666667	0.333333	0 	0 	0.333333	0.	0.6666666666666666	0.3333333333333333	0.	0.	0.1111111111111111	0	2	0	2	0	0
3	0	0.296296	0.814815	0	0.666667	0.333333	0 	0 	0.333333	0.3333333333333333	0.7777777777777778	0.	0.1111111111111111	-0.3333333333333333	0.	0	2	1	2	0	1
2	0	0.343171	0.979529	0.333333	1	0.333333	0 	0 	-0.333333	0.3333333333333333	1.	0.	-0.3333333333333333	0.1111111111111111	0.	1	0	2	2	1	0
2	0	0.666667	0.666667	0.666667	0.666667	0.333333	0 	0 	0.333333	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.	0.	0.1111111111111111	2	2	0	2	2	0
