0	0.0257265	0.00977059	0	0	0.111111	0 	0 	0.037037	
366	0.0941552	0.0323354	0	0	0.111111	0 	0 	0.037037	
192	0.0385142	0.0413282	0.111111	0.037037	-0.111111	0 	0 	0.037037	
306	0.0137174	0.0685871	0.111111	0.037037	-0.111111	0 	0 	0.037037	
531	0.0383987	0.0958151	0	0.0740741	0.111111	0 	0 	0.037037	
417	0.00492318	0.095923	0	0.0740741	0.111111	0 	0 	0.037037	
141	0.0799281	0.0846907	0	0.0740741	0.111111	0 	0 	0.037037	
329	0.129405	0.0667219	0.111111	0.111111	0.037037	0 	0 	-0.111111	
131	0.14104	0.0711913	0.111111	0.111111	0.037037	0 	0 	-0.111111	
278	0.148569	0.0161959	0.148148	0	0.037037	0 	0 	0.111111	
503	0.153645	0.0263189	0.148148	0	0.037037	0 	0 	0.111111	
80	0.17284	0.0987654	0.148148	0	0.037037	0 	0 	0.111111	
461	0.189802	0.0862826	0.185185	0.111111	0.037037	0 	0 	-0.111111	
182	0.189369	0.0492657	0.185185	0.111111	0.037037	0 	0 	-0.111111	
457	0.267459	0.0026455	0.222222	0	0.111111	0 	0 	0.037037	
91	0.24941	0.00490006	0.222222	0	0.111111	0 	0 	0.037037	
40	0.319927	0.0478774	0.333333	0.037037	-0.111111	0 	0 	0.037037	
397	0.2912	0.0424386	0.333333	0.037037	-0.111111	0 	0 	0.037037	
232	0.242798	0.090535	0.222222	0.0740741	0.111111	0 	0 	0.037037	
265	0.322359	0.0809328	0.222222	0.0740741	0.111111	0 	0 	0.037037	
200	0.306453	0.116767	0.333333	0.111111	-0.037037	0 	0 	0.111111	
425	0.314421	0.179136	0.333333	0.111111	-0.037037	0 	0 	0.111111	
17	0.259259	0.185185	0.296296	0.222222	-0.037037	0 	0 	-0.111111	
521	0.292929	0.197676	0.296296	0.222222	-0.037037	0 	0 	-0.111111	
323	0.275739	0.140009	0.296296	0.222222	-0.037037	0 	0 	-0.111111	
149	0.229862	0.162568	0.259259	0.111111	-0.037037	0 	0 	0.111111	
374	0.236786	0.210755	0.259259	0.111111	-0.037037	0 	0 	0.111111	
105	0.201828	0.208858	0.222222	0.222222	-0.111111	0 	0 	-0.037037	
435	0.17875	0.195488	0.222222	0.222222	-0.111111	0 	0 	-0.037037	
243	0.129931	0.156393	0.111111	0.185185	0.111111	0 	0 	-0.037037	
237	0.168277	0.162952	0.111111	0.185185	0.111111	0 	0 	-0.037037	
384	0.208246	0.13808	0.222222	0.148148	-0.111111	0 	0 	-0.037037	
45	0.221807	0.129579	0.222222	0.148148	-0.111111	0 	0 	-0.037037	
508	0.105745	0.113946	0.111111	0.111111	-0.037037	0 	0 	0.111111	
58	0.110361	0.181624	0.111111	0.111111	-0.037037	0 	0 	0.111111	
283	0.0754458	0.20439	0.111111	0.111111	-0.037037	0 	0 	0.111111	
334	0.060198	0.167918	0.0740741	0.222222	-0.037037	0 	0 	-0.111111	
109	0.0645323	0.144444	0.0740741	0.222222	-0.037037	0 	0 	-0.111111	
475	0.0186813	0.129919	0.037037	0.111111	-0.037037	0 	0 	0.111111	
169	0.0329218	0.213992	0.037037	0.111111	-0.037037	0 	0 	0.111111	
260	0.0652221	0.233342	0	0.222222	0.111111	0 	0 	0.037037	
218	0.0941364	0.240482	0	0.222222	0.111111	0 	0 	0.037037	
443	0.0970826	0.270929	0.111111	0.259259	-0.111111	0 	0 	0.037037	
86	0.0326776	0.270677	0.111111	0.259259	-0.111111	0 	0 	0.037037	
